"","ID","GPA_1","GPA_2","GPA_3","GPA_4","GPA_5","GPA_6","Degrees_1","Degrees_2","Degrees_3","Degrees_4","Degrees_5","Degrees_6","avg_degrees","Homophily_1","Homophily_2","Homophily_3","Homophily_4","Homophily_5","Homophily_6","GPA_Diff1","GPA_Diff2","GPA_Diff3","GPA_Diff4","GPA_Diff5","GPA_Diff6"
"11","X11",5,4.5,5,5,5,5,6,24,19,20,15,11,15.8333333333333,"0.887803156360938","0.626672459958989","0.85897382587377","0.835868804396518","0.740282537327341","0.78161440171906","-0.791666666666667","-0.312996031746032","-0.680137844611529","-0.665178571428571","-0.522619047619048","-0.557900432900433"
"12","X12",4.125,3.75,4,4,3.875,3.875,12,14,45,43,44,36,32.3333333333333,"0.704282635461251","0.528221409205323","0.640299020557492","0.618295794204899","0.587968322793443","0.580212130845302","-0.345238095238095","-0.0535714285714286","-0.285846560846561","-0.241279069767442","-0.0868506493506494","-0.123015873015873"
"13","X13",4.66666666666667,4.66666666666667,4.66666666666667,4.66666666666667,4.66666666666667,4.66666666666667,0,2,8,6,7,5,4.66666666666667,"NaN","0.166666666666667","0.669742056144534","0.585314097380708","0.7319250547114","0.740319230034096","NaN","-4.44089209850063e-16","-0.345238095238095","-0.222222222222223","-0.357142857142857","-0.457142857142857"
"14","X14",5,5,5,5,5,5,0,3,2,4,1,10,3.33333333333333,"NaN","1.19023807142381","1.67497927018682","0.416666666666667","0.666666666666667","0.960324019392529","NaN","-1.16666666666667","-1.66666666666667","-0.291666666666667","-0.666666666666667","-0.733333333333333"
"15","X15",4.5,4.5,4.5,4.5,4.5,4.5,1,6,10,5,18,12,8.66666666666667,"0.333333333333333","0.645497224367903","0.515298825749287","0.756453714527348","0.681305697458023","0.478713553878169","0.333333333333333","-0.222222222222222","0.0190476190476191","-0.233333333333333","-0.314484126984127","0.0416666666666667"
"16","X16",4.25,4.125,4.125,4.125,4.25,4.25,5,12,8,4,8,14,8.5,"0.429389100932942","0.549341666053086","0.476027687948797","0.643538825081871","0.772612398166411","0.795752779085779","-0.225","-0.115079365079365","-0.216517857142857","-0.433035714285714","-0.279761904761905","-0.457908163265306"
"17","X17",4.5,4.5,4.66666666666667,4.66666666666667,4.66666666666667,4.66666666666667,4,4,10,10,7,0,5.83333333333333,"0.533593686452737","0.533593686452737","0.610518162140861","0.875044540492543","0.541895556035288","NaN","-0.291666666666667","-0.375","-0.326190476190476","-0.654761904761905","-0.238095238095238","NaN"
"18","X18",3.375,3.625,3.5,3.5,3.375,3.375,57,61,55,42,61,36,52,"0.759660748098737","0.557823437376665","0.670102655996291","0.684364814424694","0.701189962611259","0.642271282865466","0.448308270676692","0.154859484777518","0.288961038961039","0.33078231292517","0.418618266978923","0.355654761904762"
"19","X19",3.125,3.125,3.375,3.375,3.375,3.375,25,20,37,21,16,1,20,"1.08720527322233","0.983368643433829","0.708513112169302","0.734275970051018","0.750581430899027","0.125","0.918571428571429","0.770833333333333","0.328667953667954","0.366496598639456","0.451636904761905","0.125"
"20","X20",4.5,3.875,4.25,4.25,4.25,4.25,24,37,41,42,52,65,43.5,"0.664159649811999","0.588551568744422","0.66534317773791","0.574000377552589","0.534508461807611","0.512393284231409","-0.291170634920635","0.260939510939511","-0.262775842044135","-0.228741496598639","-0.0989010989010989","-0.118131868131868"
"21","X21",4.42857142857143,4.71428571428571,4.57142857142857,4.57142857142857,4.42857142857143,4.42857142857143,17,15,11,5,10,20,13,"0.499947893109869","0.727420568894913","0.536402275877617","0.29277002188456","0.432201884988665","0.566746693028691","-0.120798319327731","-0.596428571428572","-0.272186147186147","0.0285714285714286","-0.0607142857142859","-0.274404761904762"
"22","X22",3.42857142857143,3.28571428571429,3.42857142857143,3.42857142857143,3.14285714285714,3.14285714285714,16,18,8,3,15,8,11.3333333333333,"0.82652003213498","0.913958111018993","0.846327266056011","1.1354390951414","0.907686376356465","1.00635734311467","0.626116071428572","0.776124338624339","0.708333333333333","0.803571428571429","0.797619047619048","0.946428571428572"
"23","X23",3.875,3.625,3,3,3.625,3.625,9,17,21,25,36,31,23.1666666666667,"0.610808263445967","0.660742674838655","1.04323739689389","1.02029157497217","0.639486312413466","0.61304397053481","0.0912698412698413","0.316176470588235","0.77891156462585","0.775714285714286","0.371031746031746","0.304147465437788"
"24","X24",3.625,3.375,3.375,3.375,3.375,3.375,3,28,32,32,36,51,30.3333333333333,"0.59947894041409","0.67186705449909","0.845376937791725","0.822787490937827","0.887229287063456","0.860954717152867","0.375","0.498086734693878","0.664806547619048","0.627232142857143","0.706845238095238","0.705298786181139"
"25","X25",4.16666666666667,4,4,4,4,4,26,52,24,42,49,32,37.5,"0.5448998823062","0.554991851092741","0.582880148712118","0.584420553062626","0.584163868996607","0.591347029091373","0.0810439560439558","0.0715430402930403","-0.00992063492063487","0.0814909297052154","0.193027210884354","0.208705357142857"
"26","X26",3.57142857142857,4,4,4,4,4,1,0,0,2,1,11,2.5,"1","NaN","NaN","0.364215679542342","0.285714285714286","0.409901793750016","1","NaN","NaN","0.357142857142857","0.285714285714286","-0.133116883116883"
"27","X27",4.42857142857143,4.42857142857143,4.42857142857143,4.42857142857143,4.42857142857143,4.42857142857143,8,3,5,4,13,26,9.83333333333333,"0.736079356372362","0.828899770739486","0.671580529916752","0.623723185591892","0.800175976524285","0.738065697151955","-0.524553571428572","-0.619047619047619","-0.371428571428572","-0.375","-0.520604395604396","-0.541208791208791"
"28","X28",3.33333333333333,3.5,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,7,3,6,0,6,1,3.83333333333333,"0.618524111453731","0.78559402639075","0.787875814655919","NaN","0.965448544414626","0.0833333333333335","0.387755102040816","0.571428571428571","0.547619047619047","NaN","0.672619047619047","-0.0833333333333335"
"29","X29",4.66666666666667,4.5,4.66666666666667,4.66666666666667,5,5,15,17,29,20,40,29,25,"0.501848435139387","0.468470777403507","0.551808508801276","0.49861272967606","0.822162047443347","0.773190354784766","-0.333333333333334","-0.267156862745098","-0.320607553366174","-0.32202380952381","-0.638541666666667","-0.613300492610837"
"30","X30",5,5,5,5,5,5,8,8,8,1,7,10,7,"0.841625411530173","0.75372280883781","1.00346621489936","0.833333333333333","0.512734653984715","1.00657560294518","-0.75","-0.574404761904762","-0.791666666666667","-0.833333333333333","-0.345238095238095","-0.808333333333333"
"31","X31",4.25,4.25,4.25,4.25,4.125,4.125,14,17,22,15,27,14,18.1666666666667,"0.659851891677547","0.517259144732235","0.647075854050096","0.657214023061623","0.575156171166761","0.544883269120947","-0.288265306122449","-0.214285714285714","-0.342261904761905","-0.335714285714286","-0.0866402116402117","-0.123724489795918"
"32","X32",4.125,4.125,4.5,4.5,4.5,4.5,23,40,38,43,48,32,37.3333333333333,"0.652957234400259","0.642398149633902","0.873185551597595","0.789748214638638","0.816586075608414","0.807887713359944","-0.361801242236025","-0.28125","-0.607142857142857","-0.50124584717608","-0.549107142857143","-0.520089285714286"
"33","X33",5,4.83333333333333,5,5,5,5,2,12,14,17,36,24,17.5,"1.08653373420044","1.05589628928884","1.07300054749619","1.04538551853034","0.930506374136086","0.866584354193363","-0.916666666666667","-0.888392857142857","-0.944727891156463","-0.875","-0.773974867724868","-0.721230158730159"
"34","X34",4.875,4.75,5,5,4.625,4.625,24,18,26,37,36,29,28.3333333333333,"1.01189673783","0.985402239542891","1.45974318858116","1.32343906849119","0.855881181223119","0.879518593132075","-0.842013888888889","-0.851190476190476","-1.32760989010989","-1.19835907335907","-0.660714285714286","-0.682266009852217"
"35","X35",3.33333333333333,3.16666666666667,3.16666666666667,3.16666666666667,3.33333333333333,3.33333333333333,0,0,0,1,1,1,0.5,"NaN","NaN","NaN","1.16666666666667","1.66666666666667","0.833333333333333","NaN","NaN","NaN","1.16666666666667","1.66666666666667","0.833333333333333"
"36","X36",5,5,5,5,5,5,1,7,18,5,54,23,18,"0.5","0.895452576890768","0.625462791622095","0.790390127271325","0.892446628143662","0.751158566518171","-0.5","-0.755952380952381","-0.527777777777778","-0.704761904761905","-0.711529982363316","-0.625"
"37","X37",4.125,3.875,4.125,4.125,4.125,4.125,13,7,18,33,33,28,22,"0.596155428670609","0.564167838372791","0.60448179677339","0.58848806189826","0.60900211880174","0.610999861954742","-0.245879120879121","-0.14030612244898","-0.382936507936508","-0.327200577200577","-0.33982683982684","-0.376488095238095"
"38","X38",4.75,4.625,4.5,4.5,4.5,4.5,17,17,5,27,9,4,13.1666666666667,"0.839073368452997","0.85802869141662","0.945383520059452","0.8429784797426","0.824957911384305","0.775604602874429","-0.544117647058823","-0.625","-0.5","-0.583994708994709","-0.583333333333333","-0.5"
